-0.0015,-0.0015,5E-4,1.21497503598092E-14
-0.0014,-0.0015,5E-4,8.17731533624343E-14
-0.0013,-0.0015,5E-4,4.82555972981741E-13
-0.0012,-0.0015,5E-4,2.49676808881133E-12
-0.0011,-0.0015,5E-4,1.13266706775163E-11
-0.001,-0.0015,5E-4,4.50526043737866E-11
-9E-4,-0.0015,5E-4,1.5711986185563E-10
-8E-4,-0.0015,5E-4,4.80436323572555E-10
-7E-4,-0.0015,5E-4,1.28805420748234E-9
-6E-4,-0.0015,5E-4,3.02779177909929E-9
-5E-4,-0.0015,5E-4,6.24038565132227E-9
-4E-4,-0.0015,5E-4,1.12769177531844E-8
-3E-4,-0.0015,5E-4,1.78674656396531E-8
-2E-4,-0.0015,5E-4,2.48215591230137E-8
-1E-4,-0.0015,5E-4,3.02335203371189E-8
0,-0.0015,5E-4,3.22880590614657E-8
1E-4,-0.0015,5E-4,3.02335203371189E-8
2E-4,-0.0015,5E-4,2.48215591230137E-8
3E-4,-0.0015,5E-4,1.78674656396531E-8
4E-4,-0.0015,5E-4,1.12769177531844E-8
5E-4,-0.0015,5E-4,6.24038565132227E-9
6E-4,-0.0015,5E-4,3.02779177909928E-9
7E-4,-0.0015,5E-4,1.28805420748234E-9
8E-4,-0.0015,5E-4,4.80436323572557E-10
9E-4,-0.0015,5E-4,1.57119861855631E-10
0.001,-0.0015,5E-4,4.50526043737866E-11
0.0011,-0.0015,5E-4,1.13266706775163E-11
0.0012,-0.0015,5E-4,2.49676808881132E-12
0.0013,-0.0015,5E-4,4.82555972981744E-13
0.0014,-0.0015,5E-4,8.17731533624343E-14
0.0015,-0.0015,5E-4,1.21497503598092E-14
-0.0015,-0.0014,5E-4,8.17731533624343E-14
-0.0014,-0.0014,5E-4,5.50369218527818E-13
-0.0013,-0.0014,5E-4,3.24781352834435E-12
-0.0012,-0.0014,5E-4,1.68043452573464E-11
-0.0011,-0.0014,5E-4,7.62334657889118E-11
-0.001,-0.0014,5E-4,3.03223804418366E-10
-9E-4,-0.0014,5E-4,1.05748564203477E-9
-8E-4,-0.0014,5E-4,3.23354735734669E-9
-7E-4,-0.0014,5E-4,8.66917024040296E-9
-6E-4,-0.0014,5E-4,2.03783677992947E-8
-5E-4,-0.0014,5E-4,4.20005348088755E-8
-4E-4,-0.0014,5E-4,7.58986067678512E-8
-3E-4,-0.0014,5E-4,1.20255887131851E-7
-2E-4,-0.0014,5E-4,1.67059988950491E-7
-1E-4,-0.0014,5E-4,2.03484863638988E-7
0,-0.0014,5E-4,2.17312811145698E-7
1E-4,-0.0014,5E-4,2.03484863638988E-7
2E-4,-0.0014,5E-4,1.67059988950491E-7
3E-4,-0.0014,5E-4,1.20255887131851E-7
4E-4,-0.0014,5E-4,7.58986067678512E-8
5E-4,-0.0014,5E-4,4.20005348088755E-8
6E-4,-0.0014,5E-4,2.03783677992947E-8
7E-4,-0.0014,5E-4,8.66917024040293E-9
8E-4,-0.0014,5E-4,3.23354735734669E-9
9E-4,-0.0014,5E-4,1.05748564203477E-9
0.001,-0.0014,5E-4,3.03223804418366E-10
0.0011,-0.0014,5E-4,7.62334657889118E-11
0.0012,-0.0014,5E-4,1.68043452573463E-11
0.0013,-0.0014,5E-4,3.24781352834437E-12
0.0014,-0.0014,5E-4,5.50369218527818E-13
0.0015,-0.0014,5E-4,8.17731533624343E-14
-0.0015,-0.0013,5E-4,4.82555972981741E-13
-0.0014,-0.0013,5E-4,3.24781352834435E-12
-0.0013,-0.0013,5E-4,1.91658478704754E-11
-0.0012,-0.0013,5E-4,9.91650296282337E-11
-0.0011,-0.0013,5E-4,4.49865423368131E-10
-0.001,-0.0013,5E-4,1.78937037347453E-9
-9E-4,-0.0013,5E-4,6.24038565132227E-9
-8E-4,-0.0013,5E-4,1.90816609980921E-8
-7E-4,-0.0013,5E-4,5.11581088448496E-8
-6E-4,-0.0013,5E-4,1.20255887131851E-7
-5E-4,-0.0013,5E-4,2.47851624977949E-7
-4E-4,-0.0013,5E-4,4.47889368708682E-7
-3E-4,-0.0013,5E-4,7.096485122017E-7
-2E-4,-0.0013,5E-4,9.85846725966629E-7
-1E-4,-0.0013,5E-4,1.20079552179135E-6
0,-0.0013,5E-4,1.28239636985778E-6
1E-4,-0.0013,5E-4,1.20079552179135E-6
2E-4,-0.0013,5E-4,9.85846725966629E-7
3E-4,-0.0013,5E-4,7.096485122017E-7
4E-4,-0.0013,5E-4,4.47889368708682E-7
5E-4,-0.0013,5E-4,2.47851624977949E-7
6E-4,-0.0013,5E-4,1.20255887131851E-7
7E-4,-0.0013,5E-4,5.11581088448494E-8
8E-4,-0.0013,5E-4,1.90816609980921E-8
9E-4,-0.0013,5E-4,6.24038565132227E-9
0.001,-0.0013,5E-4,1.78937037347453E-9
0.0011,-0.0013,5E-4,4.49865423368131E-10
0.0012,-0.0013,5E-4,9.91650296282333E-11
0.0013,-0.0013,5E-4,1.91658478704755E-11
0.0014,-0.0013,5E-4,3.24781352834435E-12
0.0015,-0.0013,5E-4,4.82555972981741E-13
-0.0015,-0.0012,5E-4,2.49676808881133E-12
-0.0014,-0.0012,5E-4,1.68043452573464E-11
-0.0013,-0.0012,5E-4,9.91650296282337E-11
-0.0012,-0.0012,5E-4,5.13084689371717E-10
-0.0011,-0.0012,5E-4,2.32762559415599E-9
-0.001,-0.0012,5E-4,9.25828939583899E-9
-9E-4,-0.0012,5E-4,3.22880590614657E-8
-8E-4,-0.0012,5E-4,9.87294426533908E-8
-7E-4,-0.0012,5E-4,2.64694544880475E-7
-6E-4,-0.0012,5E-4,6.2220981252648E-7
-5E-4,-0.0012,5E-4,1.28239636985779E-6
-4E-4,-0.0012,5E-4,2.31740139117914E-6
-3E-4,-0.0012,5E-4,3.67175593867259E-6
-2E-4,-0.0012,5E-4,5.10081893846072E-6
-1E-4,-0.0012,5E-4,6.21297446899416E-6
0,-0.0012,5E-4,6.63518122816718E-6
1E-4,-0.0012,5E-4,6.21297446899416E-6
2E-4,-0.0012,5E-4,5.10081893846072E-6
3E-4,-0.0012,5E-4,3.67175593867259E-6
4E-4,-0.0012,5E-4,2.31740139117914E-6
5E-4,-0.0012,5E-4,1.28239636985779E-6
6E-4,-0.0012,5E-4,6.22209812526479E-7
7E-4,-0.0012,5E-4,2.64694544880475E-7
8E-4,-0.0012,5E-4,9.87294426533912E-8
9E-4,-0.0012,5E-4,3.22880590614657E-8
0.001,-0.0012,5E-4,9.25828939583899E-9
0.0011,-0.0012,5E-4,2.32762559415599E-9
0.0012,-0.0012,5E-4,5.13084689371716E-10
0.0013,-0.0012,5E-4,9.9165029628234E-11
0.0014,-0.0012,5E-4,1.68043452573464E-11
0.0015,-0.0012,5E-4,2.49676808881133E-12
-0.0015,-0.0011,5E-4,1.13266706775163E-11
-0.0014,-0.0011,5E-4,7.62334657889118E-11
-0.0013,-0.0011,5E-4,4.49865423368131E-10
-0.0012,-0.0011,5E-4,2.32762559415599E-9
-0.0011,-0.0011,5E-4,1.05593501790207E-8
-0.001,-0.0011,5E-4,4.20005348088755E-8
-9E-4,-0.0011,5E-4,1.46475843489144E-7
-8E-4,-0.0011,5E-4,4.47889368708682E-7
-7E-4,-0.0011,5E-4,1.20079552179135E-6
-6E-4,-0.0011,5E-4,2.82267530988904E-6
-5E-4,-0.0011,5E-4,5.81763337352519E-6
-4E-4,-0.0011,5E-4,1.05129677454347E-5
-3E-4,-0.0011,5E-4,1.665704176208E-5
-2E-4,-0.0011,5E-4,2.31400331334291E-5
-1E-4,-0.0011,5E-4,2.81853633316888E-5
0,-0.0011,5E-4,3.01007182020127E-5
1E-4,-0.0011,5E-4,2.81853633316888E-5
2E-4,-0.0011,5E-4,2.31400331334291E-5
3E-4,-0.0011,5E-4,1.665704176208E-5
4E-4,-0.0011,5E-4,1.05129677454347E-5
5E-4,-0.0011,5E-4,5.81763337352519E-6
6E-4,-0.0011,5E-4,2.82267530988904E-6
7E-4,-0.0011,5E-4,1.20079552179135E-6
8E-4,-0.0011,5E-4,4.47889368708683E-7
9E-4,-0.0011,5E-4,1.46475843489144E-7
0.001,-0.0011,5E-4,4.20005348088755E-8
