-0.0015,-0.0015,0,2.96327354976604E-013,1.58535134912483E-014
-0.0014,-0.0015,0,1.99441317939696E-012,1.06701105097737E-013
-0.0013,-0.0015,0,1.17693393581864E-011,6.29659655662972E-013
-0.0012,-0.0015,0,6.08951346189696E-011,3.25788970211487E-012
-0.0011,-0.0015,0,2.76252784062321E-010,1.47795239473342E-011
-0.001,-0.0015,0,1.09881427136592E-009,5.87865635180767E-011
-0.0009,-0.0015,0,3.83208804289372E-009,2.05016710294814E-010
-0.0008,-0.0015,0,1.17176419912199E-008,6.26893846530265E-010
-0.0007,-0.0015,0,3.14151060775971E-008,1.68070817515145E-009
-0.0006,-0.0015,0,7.38465814316939E-008,0.000000004
-0.0005,-0.0015,0,1.52200409006538E-007,8.14272188184978E-009
-0.0004,-0.0015,0,0.000000275,1.47146042054658E-008
-0.0003,-0.0015,0,4.35780051139826E-007,2.33142327359807E-008
-0.0002,-0.0015,0,6.05387497149661E-007,3.23882310975069E-008
-0.0001,-0.0015,0,7.37382978893611E-007,3.94499893708082E-008
0,-0.0015,0,7.87492323353613E-007,4.21308392994183E-008
0.0001,-0.0015,0,7.37382978893611E-007,3.94499893708082E-008
0.0002,-0.0015,0,6.05387497149661E-007,3.23882310975069E-008
0.0003,-0.0015,0,4.35780051139826E-007,2.33142327359807E-008
0.0004,-0.0015,0,0.000000275,1.47146042054658E-008
0.0005,-0.0015,0,1.52200409006538E-007,8.14272188184978E-009
0.0006,-0.0015,0,7.38465814316937E-008,0.000000004
0.0007,-0.0015,0,3.1415106077597E-008,1.68070817515144E-009
0.0008,-0.0015,0,1.171764199122E-008,6.2689384653027E-010
0.0009,-0.0015,0,3.83208804289373E-009,2.05016710294815E-010
0.001,-0.0015,0,1.09881427136592E-009,5.87865635180767E-011
0.0011,-0.0015,0,2.76252784062321E-010,1.47795239473342E-011
0.0012,-0.0015,0,6.08951346189694E-011,3.25788970211486E-012
0.0013,-0.0015,0,1.17693393581865E-011,6.29659655662978E-013
0.0014,-0.0015,0,1.99441317939696E-012,1.06701105097737E-013
0.0015,-0.0015,0,2.96327354976604E-013,1.58535134912483E-014
-0.0015,-0.0014,0,1.99441317939696E-012,1.06701105097737E-013
-0.0014,-0.0014,0,1.34232761955654E-011,7.18145276462749E-013
-0.0013,-0.0014,0,7.92128203304608E-011,4.23788588767965E-012
-0.0012,-0.0014,0,4.0985098744871E-010,2.1927027828506E-011
-0.0011,-0.0014,0,1.85930250490204E-009,9.94726840122592E-011
-0.001,-0.0014,0,7.39550239867223E-009,3.95659378328964E-010
-0.0009,-0.0014,0,2.57916347208653E-008,1.37985245756629E-009
-0.0008,-0.0014,0,7.88648743569068E-008,4.21927077809451E-009
